Nf,sample,Nd,occurence,Site,Tree,Plug,Site_tree_plug,State,dateSamp,dbh,NeoFruiting,RaisedCanker,TarrySpots,Wax,Xylococcus,TreeCond,quartile,NeoCoverage,lat,lon,elev_m,Year_infection_observed.min,county,year_sampled,duration_infection,Site_mean.dbh,Site_mean.NeoFruiting,Site_mean.RaisedCanker,Site_mean.TarrySpots,Site_mean.Wax,Site_mean.Xylococcus,Site_mean.TreeCond,ppt,tmax,MAT,tmin,total_seqs
1,BP74,1,both,TSP1,50,1,TSP1_50_1,PA,15-Dec-17,21.6,1,2,0,2,0,2,upper quartile dbh,0,41.21444,-75.38344,642,1975,Monroe,2017,42,18.21698113,0.283018868,1.245283019,0.094339623,0.962264151,0,1.754716981,1376.579956,12.72166634,7.735833645,2.75,34764
1,BP75,1,both,MI1,2,1,MI1_2_1,MI,26-Apr-18,33.6,1,1,0,1,0,2,lower quartile dbh,3,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,15407
1,BP76,1,both,MI1,11,2,MI1_11_2,MI,26-Apr-18,40.6,5,0,0,2,0,3,upper quartile dbh,3,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,28429
1,BP77,1,both,MES1,34,3,MES1_34_3,ME,31-May-18,15.4,1,3,9,2,1,2,upper quartile dbh,1,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,4356
1,BP78,0,Nf,GK1j,33,3,GK1j_33_3,WV,2-May-18,20.3,1,2,0,1,1,1,interquartile dbh,1,38.60741,-79.84431,1161,1999,Randolph,2018,19,25.69607843,0.156862745,1.647058824,0,0.607843137,0.745098039,2.470588235,1385.109985,12.9491663,7.011250019,1.073333263,4039
1,BP79,0,Nf,ADS1,4,4,ADS1_4_4,NY,29-Apr-18,30,2,3,0,1,0,1,upper quartile dbh,2,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,9479
1,BP8,0,Nf,GK1j,33,1,GK1j_33_1,WV,2-May-18,20.3,1,2,0,1,1,1,interquartile dbh,1,38.60741,-79.84431,1161,1999,Randolph,2018,19,25.69607843,0.156862745,1.647058824,0,0.607843137,0.745098039,2.470588235,1385.109985,12.9491663,7.011250019,1.073333263,87667
1,BP80,0,Nf,MES1,31,1,MES1_31_1,ME,31-May-18,12.9,2,3,18,1,0,1,interquartile dbh,2,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,8208
0,BP81,0,none,WF1,4,1,WF1_4_1,WI,22-Apr-18,32.1,0,0,0,5,0,2,interquartile dbh,0,44.92835,-87.18913,616,2009,Door,2018,9,30.14901961,0,0,0,3.254901961,0,2.196078431,797.6300049,11.61499977,6.860000134,2.105000019,2554
0,BP83,0,none,MI1,50,1,MI1_50_1,MI,26-Apr-18,15.7,0,1,0,2,0,1,lower quartile dbh,0,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,1605
1,BP84,1,both,MES1,12,1,MES1_12_1,ME,31-May-18,11.7,0,3,0,2,0,3,lower quartile dbh,0,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,20956
1,BP85,1,both,MI1,14,1,MI1_14_1,MI,26-Apr-18,36.3,0,0,0,2,0,1,interquartile dbh,0,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,1522
1,BP86,0,Nf,MI1,43,1,MI1_43_1,MI,26-Apr-18,49.5,4,0,0,1,0,1,upper quartile dbh,3,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,7660
1,BP87,0,Nf,MES1,41,1,MES1_41_1,ME,31-May-18,10.4,1,3,0,1,0,3,lower quartile dbh,1,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,103
1,BP88,0,Nf,ADS1,10,1,ADS1_10_1,NY,29-Apr-18,13,3,2,0,2,0,0,lower quartile dbh,2,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,326
1,BP89,1,both,MI1,11,5,MI1_11_5,MI,26-Apr-18,40.6,5,0,0,2,0,3,upper quartile dbh,4,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,60924
0,BP9,0,none,MEN1,12,1,MEN1_12_1,ME,6-Jun-18,10.9,0,3,16,1,0,3,lower quartile dbh,0,46.65849,-68.69133,432,1950,Aroostook,2018,68,16.96078431,0.235294118,2.509803922,6.215686275,0.921568627,0.666666667,2.058823529,1073.420044,9.851666451,3.580416679,-2.69083333,6079
0,BP90,0,none,ADN1,42,3,ADN1_42_3,NY,26-May-18,30.8,1,3,1,1,1,1,upper quartile dbh,1,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,21
1,BP92,1,both,ADS1,32,1,ADS1_32_1,NY,29-Apr-18,48.4,0,3,0,1,0,2,upper quartile dbh,0,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,17045
1,BP93,0,Nf,CW1,2,2,CW1_2_2,NH,18-Jan-19,26.5,0,1,1,1,0,0,interquartile dbh,0,43.133999,-70.951026,15,1960,Strafford,2019,59,27.76428571,1.214285714,1.357142857,0.928571429,1.642857143,0,0.428571429,1150.579956,14.38083363,8.432916641,2.485000134,7281
1,BP94,1,both,MI1,11,3,MI1_11_3,MI,26-Apr-18,40.6,5,0,0,2,0,3,upper quartile dbh,4,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,16467
1,BP95,0,Nf,ADN1,19,2,ADN1_19_2,NY,26-May-18,19.3,2,2,0,2,1,1,lower quartile dbh,2,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,19678
0,BP96,0,none,CW1,2,1,CW1_2_1,NH,18-Jan-19,26.5,0,1,1,1,0,0,interquartile dbh,0,43.133999,-70.951026,15,1960,Strafford,2019,59,27.76428571,1.214285714,1.357142857,0.928571429,1.642857143,0,0.428571429,1150.579956,14.38083363,8.432916641,2.485000134,366
1,BP97,0,Nf,MES1,32,1,MES1_32_1,ME,31-May-18,12.7,1,2,31,1,0,1,lower quartile dbh,0,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,8301
1,BP98,1,both,MES1,34,4,MES1_34_4,ME,31-May-18,15.4,1,3,9,2,1,2,upper quartile dbh,2,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,50658
